Mode,Time UTC,Freq Hz
1F,12.6731307024802,999.670669386218
1F,12.6419158953363,999.729743885725
1F,12.6107010881924,999.80194605179
1F,12.5808434465765,999.85117480138
1F,12.5496286394326,999.870866301216
1F,12.5224853288726,999.883993967773
1F,12.4912705217287,999.893839717691
1F,12.4464840593049,999.913531217527
1F,12.404411927937,999.913531217527
1F,12.3677684586811,999.936504634002
1F,12.3216248307293,999.943068467281
1F,12.2781955338334,999.972605717035
1F,12.2469807266895,999.998861050149
1F,12.2198374161296,1000.06778129958
1F,12.2076229263777,1000.07762704949
1F,12.1750509537058,1000.09075471605
1F,12.1533363052578,1000.07762704949
1F,12.1356931533939,1000.04152596646
1F,12.11126417389,1000.06449938294
1F,12.100406849666,1000.136701549
1F,12.0786922012181,1000.14982921556
1F,12.0488345596022,1000.14982921556
1F,12.0135482558743,1000.17608454867
2F,13.963795119604,999.818355634987
2F,13.9393661401,999.742871552283
2F,13.9000083397882,999.677233219496
2F,13.8484360497243,999.683797052775
2F,13.8131497459965,999.670669386218
2F,13.7914350975485,999.634568303185
2F,13.7629346214606,999.647695969742
2F,13.7303626487887,999.693642802693
2F,13.7127194969248,999.637850219825
2F,13.6828618553089,999.621440636628
2F,13.651647048165,999.605031053431
2F,13.6258609031331,999.578775720317
2F,13.6014319236291,999.526265054088
2F,13.5824316062372,999.486882054416
2F,13.5444309714533,999.473754387859
2F,13.5200019919494,999.470472471219
2F,13.4874300192775,999.486882054416
2F,13.4670725363576,999.486882054416
2F,13.4127859152378,999.457344804662
2F,13.3856426046778,999.431089471548
2F,13.3598564596459,999.440935221466
2F,13.3557849630619,999.385142638597
2F,13.344927638838,999.312940472532
2F,13.32999881803,999.253865973024
2F,13.2987840108861,999.332631972368
2F,13.2784265279662,999.309658555893
2F,13.2526403829343,999.289967056057
2F,13.2349972310703,999.214482973353
2F,13.2064967549824,999.184945723599
2F,13.1997109273424,999.112743557534
2F,13.1712104512545,999.043823308108
2F,13.1522101338626,998.968339225404
2F,13.1250668233027,998.886291309421
2F,13.1047093403828,998.846908309749
2F,13.0653515400709,998.830498726552
2F,13.0531370503189,998.79439764352
2F,13.0463512226789,998.709067810898
2F,13.027350905287,998.581073061964
2F,13.016493581063,998.518716645817
2F,13.0056362568391,998.453078313031
2F,12.9472781391353,998.416977229999
2F,12.9404923114953,998.469487896228
2F,12.9174204975194,998.538408145653
2F,12.9024916767114,998.607328395079
2F,12.8862056903755,998.623737978275
2F,12.8753483661515,998.60404647844
3F,13.7683632835726,999.998861050149
3F,13.7398628074847,999.90040355097
3F,13.7371484764287,999.772408802037
3F,13.7127194969248,999.696924719332
3F,13.6774331931969,999.601749136792
3F,13.651647048165,999.42124372163
3F,13.6272180686611,999.312940472532
3F,13.6041462546851,999.148844640566
3F,13.5715742820132,999.020849891633
3F,13.5349308127574,998.9847488086
3F,13.4996445090295,998.965057308764
3F,13.4670725363576,998.771424227045
3F,13.4494293844936,998.551535812211
3F,13.4304290671017,998.482615562785
3F,13.4290719015737,998.74845081057
3F,13.4100715841818,998.925674309093
3F,13.3856426046778,999.043823308108
3F,13.3571421285899,999.112743557534
3F,13.324570155918,999.217764889992
3F,13.2974268453581,999.283403222778
3F,13.2634977071582,999.32278622245
3F,13.2268542379024,999.221046806631
3F,13.1997109273424,999.070078641223
3F,13.1576387959746,998.974903058682
3F,13.1033521748548,998.79439764352
3F,13.0816375264068,998.636865644833
3F,13.0694230366549,998.531844312375
3F,13.0721373677109,998.443232563113
3F,13.0721373677109,998.374312313687
3F,13.043636891623,998.449796396392
3F,13.024636574231,998.482615562785
